Plant,Ref,Line1,Line2,Batch,Biomass
48311,R1,GPID_00106,COMENDADOR,MMS Batch 3,13.57
47733,N1,GPID_00222,Tina,MMS Batch 1,15.30
47712,N1,GPID_00104,709,MMS Batch 1,15.00
47705,N1,GPID_00105,1000,MMS Batch 1,14.82
47575,R1,GPID_00103,ILB 6584,MMS Batch 1,14.81
47711,N1,GPID_00063,287,MMS Batch 1,14.76
47731,N1,GPID_00080,0T0VC (Alameda),MMS Batch 1,14.68
47957,R1,GPID_00111,BORJANA,MMS Batch 2,14.65
48372,N1,GPID_00099,PEGOLETE,MMS Batch 3,14.61
47683,N1,GPID_00091,CANA,MMS Batch 1,14.40
48051,N1,GPID_00098,XBJ90.04-6-2-1-1 (QUIJOTE),MMS Batch 2,14.33
47665,N1,GPID_00103,ILB 6584,MMS Batch 1,14.30
47737,N1,ILB938/2,ILB938/2,MMS Batch 1,14.28
47726,N1,GPID_00053,Fanfare,MMS Batch 1,14.24
48747,N2,GPID_00136,Zahra,MMS Batch 4,14.21
47690,N1,GPID_00097,XBJ90.03-16-1-1-1 (NAVIO),MMS Batch 1,14.20
47695,N1,GPID_00237,RIL35L,MMS Batch 1,14.20
48720,N2,GPID_00225,81360,MMS Batch 4,14.20
47720,N1,GPID_00147,Arrisot/1EP1-1_1-4-1-1,MMS Batch 1,14.19
47583,R1,GPID_00133,Tiffany,MMS Batch 1,14.14
48438,N2,GPID_00137,Farah,MMS Batch 3,14.14
47729,N1,GPID_00140,Victor,MMS Batch 1,14.11
49172,N2,GPID_00103,ILB 6584,MMS Batch 5,14.11
47732,N1,GPID_00064,370,MMS Batch 1,14.10
47580,R1,GPID_00089,BARACA,MMS Batch 1,14.09
49175,N2,GPID_00080,0T0VC (Alameda),MMS Batch 5,14.09
47736,N1,Giza402Gš,Giza402Gš,MMS Batch 1,14.07
49174,N2,GPID_00063,287,MMS Batch 5,14.07
47713,N1,GPID_00211,FAB7369,MMS Batch 1,14.05
47603,R1,GPID_00092,CARAMBA,MMS Batch 1,14.04
47715,N1,GPID_00113,Condor,MMS Batch 1,14.04
48047,N1,GPID_00111,BORJANA,MMS Batch 2,14.00
49218,N2,GPID_00204,124097,MMS Batch 5,13.98
49170,N2,GPID_00196,St8419/2,MMS Batch 5,13.96
47723,N1,GPID_00146,Apollo/1,MMS Batch 1,13.95
49214,N2,GPID_00214,GCN07715cf3,MMS Batch 5,13.92
49156,N2,GPID_00074,1114,MMS Batch 5,13.91
49208,N2,GPID_00218,N52,MMS Batch 5,13.90
48317,R1,GPID_00189,Mars/2-1(cv),MMS Batch 3,13.89
49183,N2,GPID_00099,PEGOLETE,MMS Batch 5,13.88
47661,N1,GPID_00143,47301,MMS Batch 1,13.87
47615,R1,GPID_00105,1000,MMS Batch 1,13.86
48447,N2,GPID_00125,NPZ17.7532,MMS Batch 3,13.84
47596,R1,GPID_00083,ACEQUIA,MMS Batch 1,13.83
48681,N2,GPID_00065,377,MMS Batch 4,13.83
48044,N1,GPID_00239,Kassa(Helsinki),MMS Batch 2,13.82
48370,N1,GPID_00176,I5_FAB106,MMS Batch 3,13.82
47588,R1,GPID_00224,75573,MMS Batch 1,13.80
47710,N1,GPID_00009,DVF2080|TYROL,MMS Batch 1,13.80
47722,N1,GPID_00115,Hobbit,MMS Batch 1,13.80
47716,N1,GPID_00202,Webo/1-1-1-10-1-2,MMS Batch 1,13.79
47998,N1,GPID_00069,751,MMS Batch 2,13.79
48673,N2,GPID_00131,RLW57420,MMS Batch 4,13.79
48730,N2,GPID_00192,Orletzki/Orol,MMS Batch 4,13.79
47913,R1,GPID_00084,ALARGA,MMS Batch 2,13.78
47991,N1,GPID_00131,RLW57420,MMS Batch 2,13.78
49789,N3,GPID_00109,OMEYA,MMS Batch 6,13.78
47959,R1,GPID_00108,JOYA,MMS Batch 2,13.77
48037,N1,GPID_00107,VOLANTIN,MMS Batch 2,13.77
48396,N1,GPID_00136,Zahra,MMS Batch 3,13.77
49079,R2,GPID_00086,ALDABA,MMS Batch 5,13.77
47983,N1,GPID_00208,Diana07,MMS Batch 2,13.76
48398,N1,GPID_00086,ALBOLAFIA,MMS Batch 3,13.76
48722,N2,GPID_00089,BARACA,MMS Batch 4,13.76
48046,N1,GPID_00214,GCN07715cf3,MMS Batch 2,13.75
49198,N2,GPID_00091,CANA,MMS Batch 5,13.75
49239,N2,GPID_00165,Fab303,MMS Batch 5,13.75
47687,N1,GPID_00087,AMCOR,MMS Batch 1,13.74
48030,N1,GPID_00193,Peru/Karg-5,MMS Batch 2,13.74
48423,N2,GPID_00069,751,MMS Batch 3,13.74
48754,N2,GPID_00160,FAB144,MMS Batch 4,13.73
49152,N2,GPID_00173,Hiverna/1-1-2EP3-2,MMS Batch 5,13.73
49799,N3,GPID_00171,HBNr42400,MMS Batch 6,13.73
47584,R1,GPID_00164,Fab302,MMS Batch 1,13.72
48381,N1,GPID_00040,DVF1327|ILB551,MMS Batch 3,13.72
48690,N2,GPID_00077,1152,MMS Batch 4,13.72
47630,R1,GPID_00147,Arrisot/1EP1-1_1-4-1-1,MMS Batch 1,13.71
47709,N1,GPID_00090,BROCAL,MMS Batch 1,13.71
49164,N2,GPID_00208,Diana07,MMS Batch 5,13.71
49234,N2,GPID_00209,Divine,MMS Batch 5,13.71
49209,N2,GPID_00201,ViciapaucijugaVF635,MMS Batch 5,13.71
47662,N1,GPID_00191,Nora38,MMS Batch 1,13.70
47926,R1,GPID_00209,Divine,MMS Batch 2,13.70
47590,R1,GPID_00225,81360,MMS Batch 1,13.69
47632,R1,GPID_00115,Hobbit,MMS Batch 1,13.69
48016,N1,GPID_00209,Divine,MMS Batch 2,13.68
48367,N1,GPID_00134,Troy,MMS Batch 3,13.68
47915,R1,GPID_00167,gelbeMarsMutante,MMS Batch 2,13.67
47975,N1,GPID_00085,ALBOLAFIA,MMS Batch 2,13.66
48750,N2,GPID_00158,DUC1268(4)(1)/VC-1=1268(4)(1)-1,MMS Batch 4,13.66
47587,R1,GPID_00028,DVF3350|IG11749,MMS Batch 1,13.65
48319,R1,GPID_00076,1151,MMS Batch 3,13.65
49155,N2,GPID_00111,BORJANA,MMS Batch 5,13.65
47734,N1,Hedin2,Hedin2,MMS Batch 1,13.64
49180,N2,GPID_00199,V2544,MMS Batch 5,13.64
49758,N3,GPID_00168,Giza402Gš,MMS Batch 6,13.63
47755,WC1,GPID_00103,ILB 6584,MMS Batch 1,13.62
48331,R2,GPID_00167,gelbeMarsMutante,MMS Batch 3,13.62
48441,N2,GPID_00009,DVF2080|TYROL,MMS Batch 3,13.62
48443,N2,GPID_00191,Nora38,MMS Batch 3,13.62
49204,N2,GPID_00172,HBNr50580,MMS Batch 5,13.62
47990,N1,GPID_00026,DVF3344|IG11693,MMS Batch 2,13.61
47688,N1,GPID_00173,Hiverna/1-1-2EP3-2,MMS Batch 1,13.60
47985,N1,GPID_00077,1152,MMS Batch 2,13.59
48694,N2,GPID_00224,75573,MMS Batch 4,13.59
49188,N2,GPID_00161,FAB237,MMS Batch 5,13.59
49203,N2,GPID_00021,DVF288|POP39LARNAUD,MMS Batch 5,13.59
47989,N1,GPID_00175,I2_47304,MMS Batch 2,13.58
48003,N1,GPID_00084,ALARGA,MMS Batch 2,13.58
48418,N2,GPID_00104,709,MMS Batch 3,13.58
48448,N2,GPID_00128,NPZ17.7540,MMS Batch 3,13.58
47940,R1,GPID_00193,Peru/Karg-5,MMS Batch 2,13.57
48053,N1,GPID_00159,FAB120,MMS Batch 2,13.57
48057,N1,GPID_00236,RIL184L,MMS Batch 2,13.57
50509,N2,GPID_00106,COMENDADOR,MMS Batch 8,12.68
50177,N3,GPID_00105,1000,MMS Batch 7,13.57
48455,N3,Giza402Gš,Giza402Gš,MMS Batch 3,13.56
48700,N2,GPID_00189,Mars/2-1(cv),MMS Batch 4,13.56
48707,N2,GPID_00178,IG11204,MMS Batch 4,13.56
48721,N2,GPID_00212,Fab7371,MMS Batch 4,13.56
49216,N2,GPID_00092,CARAMBA,MMS Batch 5,13.56
48282,R1,GPID_00099,PEGOLETE,MMS Batch 3,13.55
48696,N2,GPID_00171,HBNr42400,MMS Batch 4,13.55
47984,N1,GPID_00215,GelberMelaninfleck,MMS Batch 2,13.54
48304,R1,GPID_00177,I6HBNr.49770,MMS Batch 3,13.54
48314,R1,GPID_00160,FAB144,MMS Batch 3,13.54
47601,R1,GPID_00139,Samba,MMS Batch 1,13.53
47718,N1,GPID_00014,DVF2378|QUASAR,MMS Batch 1,13.53
48672,N2,GPID_00064,370,MMS Batch 4,13.53
48726,N2,GPID_00237,RIL35L,MMS Batch 4,13.53
49226,N2,GPID_00107,VOLANTIN,MMS Batch 5,13.53
47642,R1,GPID_00064,370,MMS Batch 1,13.52
47728,N1,GPID_00025,DVF3343|IG11687,MMS Batch 1,13.52
47978,N1,GPID_00230,FAB7367,MMS Batch 2,13.52
48045,N1,GPID_00201,ViciapaucijugaVF635,MMS Batch 2,13.52
49237,N2,GPID_00230,FAB7367,MMS Batch 5,13.52
48407,N1,GPID_00189,Mars/2-1(cv),MMS Batch 3,13.51
48428,N2,GPID_00223,Ukko,MMS Batch 3,13.51
48436,N2,GPID_00236,RIL184L,MMS Batch 3,13.51
48446,N2,GPID_00205,131708,MMS Batch 3,13.51
49154,N2,GPID_00105,1000,MMS Batch 5,13.51
49176,N2,GPID_00143,47301,MMS Batch 5,13.51
49702,R3,GPID_00176,I5_FAB106,MMS Batch 6,13.50
47724,N1,GPID_00032,DVF3360|IG13030,MMS Batch 1,13.49
47739,N1,Alameda,Alameda,MMS Batch 1,13.49
48012,N1,GPID_00199,V2544,MMS Batch 2,13.49
48010,N1,GPID_00170,HBNr.52630,MMS Batch 2,13.47
48013,N1,GPID_00051,Fanfare,MMS Batch 2,13.47
47924,R1,GPID_00168,Giza402Gš,MMS Batch 2,13.46
49186,N2,GPID_00098,XBJ90.04-6-2-1-1 (QUIJOTE),MMS Batch 5,13.46
47651,N1,GPID_00042,DVF1736,MMS Batch 1,13.45
48043,N1,GPID_00121,NPZ16.7610,MMS Batch 2,13.45
48748,N2,GPID_00090,BROCAL,MMS Batch 4,13.45
49082,R2,GPID_00103,ILB 6584,MMS Batch 5,13.45
49126,R2,GPID_00092,CARAMBA,MMS Batch 5,13.45
47566,R1,GPID_00137,Farah,MMS Batch 1,13.44
47600,R1,GPID_00097,XBJ90.03-16-1-1-1 (NAVIO),MMS Batch 1,13.44
48014,N1,GPID_00168,Giza402Gš,MMS Batch 2,13.44
48442,N2,GPID_00170,HBNr.52630,MMS Batch 3,13.43
47961,R1,GPID_00098,XBJ90.04-6-2-1-1 (QUIJOTE),MMS Batch 2,13.42
47986,N1,GPID_00135,Yukon,MMS Batch 2,13.42
48049,N1,GPID_00108,JOYA,MMS Batch 2,13.42
48302,R1,GPID_00119,Mallory,MMS Batch 3,13.42
48697,N2,GPID_00135,Yukon,MMS Batch 4,13.42
49153,N2,GPID_00168,Giza402Gš,MMS Batch 5,13.42
49187,N2,GPID_00124,NPZ17.7303,MMS Batch 5,13.42
48742,N2,GPID_00115,Hobbit,MMS Batch 4,13.41
47908,R1,GPID_00069,751,MMS Batch 2,13.40
48735,N2,GPID_00087,AMCOR,MMS Batch 4,13.40
48432,N2,GPID_00141,Limbo,MMS Batch 3,13.39
49177,N2,GPID_00239,Kassa(Helsinki),MMS Batch 5,13.39
47936,R1,GPID_00081,0T0VC(Baraca),MMS Batch 2,13.38
48413,N2,GPID_00088,ARECES,MMS Batch 3,13.38
48421,N2,GPID_00167,gelbeMarsMutante,MMS Batch 3,13.38
48041,N1,GPID_00036,DVF3374|IG13943,MMS Batch 2,13.37
48449,N2,GPID_00182,K_Tick,MMS Batch 3,13.37
48741,N2,GPID_00138,Karna,MMS Batch 4,13.37
49740,N3,GPID_00097,XBJ90.03-16-1-1-1 (NAVIO),MMS Batch 6,13.37
47943,R1,GPID_00058,Trumpet,MMS Batch 2,13.36
48410,N1,GPID_00003,DVF1454|KORNBERGERKLEINKOERNIGE,MMS Batch 3,13.36
47643,R1,GPID_00222,Tina,MMS Batch 1,13.35
47977,N1,GPID_00187,L979/S1/1/1snEP10-1_1-4-1-2,MMS Batch 2,13.35
48383,N1,GPID_00212,Fab7371,MMS Batch 3,13.35
48583,R2,GPID_00131,RLW57420,MMS Batch 4,13.35
48724,N2,GPID_00175,I2_47304,MMS Batch 4,13.34
49144,R2,GPID_00209,Divine,MMS Batch 5,13.34
47727,N1,GPID_00049,DVF3345|IG11695,MMS Batch 1,13.33
48375,N1,GPID_00162,FAB237rot,MMS Batch 3,13.33
48409,N1,GPID_00076,1151,MMS Batch 3,13.33
47598,R1,GPID_00173,Hiverna/1-1-2EP3-2,MMS Batch 1,13.32
47717,N1,GPID_00013,DVF2372|Hiverna,MMS Batch 1,13.32
48380,N1,GPID_00059,Victus,MMS Batch 3,13.32
48404,N1,GPID_00160,FAB144,MMS Batch 3,13.32
48433,N2,GPID_00014,DVF2378|QUASAR,MMS Batch 3,13.32
50226,N3,GPID_00014,DVF2378|QUASAR,MMS Batch 7,13.32
47605,R1,GPID_00237,RIL35L,MMS Batch 1,13.31
48009,N1,GPID_00088,ARECES,MMS Batch 2,13.31
48028,N1,GPID_00171,HBNr42400,MMS Batch 2,13.31
48036,N1,GPID_00052,Fanfare,MMS Batch 2,13.31
48385,N1,GPID_00218,N52,MMS Batch 3,13.31
47577,R1,GPID_00070,1017,MMS Batch 1,13.30
47612,R1,GPID_00030,DVF3354|IG124115,MMS Batch 1,13.30
47707,N1,GPID_00241,NC58,MMS Batch 1,13.30
47671,N1,GPID_00150,Basispop.-387,MMS Batch 1,13.30
47674,N1,GPID_00164,Fab302,MMS Batch 1,13.30
48373,N1,GPID_00231,Fjord,MMS Batch 3,13.30
47987,N1,GPID_00142,Erfano,MMS Batch 2,13.29
49167,N2,GPID_00156,Condor/3(Kaf2),MMS Batch 5,13.29
48033,N1,GPID_00058,Trumpet,MMS Batch 2,13.28
48308,R1,GPID_00086,ALBOLAFIA,MMS Batch 3,13.28
48338,R2,GPID_00223,Ukko,MMS Batch 3,13.28
49703,R3,GPID_00095,L-8,MMS Batch 6,13.28
47919,R1,GPID_00088,ARECES,MMS Batch 2,13.27
48005,N1,GPID_00167,gelbeMarsMutante,MMS Batch 2,13.27
48050,N1,GPID_00178,IG11204,MMS Batch 2,13.27
48725,N2,GPID_00148,Aurora/1,MMS Batch 4,13.27
48056,N1,GPID_00195,Slaney/1,MMS Batch 2,13.26
48757,N4,Giza402Gš,Giza402Gš,MMS Batch 4,13.26
49229,N2,GPID_00163,FAB288,MMS Batch 5,13.26
49201,N2,GPID_00122,NPZ16.7650,MMS Batch 5,13.26
49182,N2,GPID_00118,Macho,MMS Batch 5,13.25
49196,N2,GPID_00164,Fab302,MMS Batch 5,13.25
48277,R1,GPID_00134,Troy,MMS Batch 3,13.24
47604,R1,GPID_00192,Orletzki/Orol,MMS Batch 1,13.23
47649,R1,Alameda,Alameda,MMS Batch 1,13.23
47708,N1,GPID_00174,I2_47303,MMS Batch 1,13.22
48306,R1,GPID_00136,Zahra,MMS Batch 3,13.22
49165,N2,GPID_00240,MESSAY,MMS Batch 5,13.22
47589,R1,GPID_00240,Messay,MMS Batch 1,13.21
48026,N1,GPID_00081,0T0VC(Baraca),MMS Batch 2,13.21
47627,R1,GPID_00013,DVF2372|Hiverna,MMS Batch 1,13.20
48011,N1,GPID_00180,IG13010,MMS Batch 2,13.20
47686,N1,GPID_00083,ACEQUIA,MMS Batch 1,13.20
47974,N1,GPID_00015,DVF2452|DEBDENMUTANT,MMS Batch 2,13.20
47657,N1,GPID_00072,1067,MMS Batch 1,13.19
47935,R1,GPID_00128,NPZ17.7540,MMS Batch 2,13.19
48019,N1,GPID_00194,Sel97-1,MMS Batch 2,13.19
48021,N1,GPID_00221,Taifun,MMS Batch 2,13.19
48391,N1,GPID_00197,Tatranskije/1,MMS Batch 3,13.19
49184,N2,GPID_00058,Trumpet,MMS Batch 5,13.19
48703,N2,GPID_00015,DVF2452|DEBDENMUTANT,MMS Batch 4,13.18
48733,N2,GPID_00083,ACEQUIA,MMS Batch 4,13.18
49756,N3,GPID_00063,287,MMS Batch 6,13.18
48291,R1,GPID_00040,DVF1327|ILB551,MMS Batch 3,13.17
48685,N2,GPID_00211,FAB7369,MMS Batch 4,13.17
49213,N2,GPID_00119,Mallory,MMS Batch 5,13.17
48034,N1,GPID_00172,HBNr50580,MMS Batch 2,13.16
48435,N2,GPID_00022,DVF310|DULUC,MMS Batch 3,13.16
48653,R2,GPID_00051,Fanfare,MMS Batch 4,13.16
49068,R2,GPID_00097,XBJ90.03-16-1-1-1 (NAVIO),MMS Batch 5,13.16
49128,R2,GPID_00204,124097,MMS Batch 5,13.16
49189,N2,GPID_00162,FAB237rot,MMS Batch 5,13.16
50165,R3,GPID_00108,JOYA,MMS Batch 7,13.16
50232,N3,GPID_00173,Hiverna/1-1-2EP3-2,MMS Batch 7,13.16
50237,N3,GPID_00182,K_Tick,MMS Batch 7,13.16
47576,R1,GPID_00132,Samira,MMS Batch 1,13.15
47901,R1,GPID_00131,RLW57420,MMS Batch 2,13.15
48290,R1,GPID_00059,Victus,MMS Batch 3,13.15
49074,R2,GPID_00208,Diana07,MMS Batch 5,13.15
49103,R2,GPID_00094,HISTAL,MMS Batch 5,13.15
49120,R2,GPID_00134,Troy,MMS Batch 5,13.15
49738,N3,GPID_00092,CARAMBA,MMS Batch 6,13.15
48657,R2,GPID_00136,Zahra,MMS Batch 4,13.14
48731,N2,GPID_00109,OMEYA,MMS Batch 4,13.14
49151,N2,GPID_00113,Condor,MMS Batch 5,13.14
47641,R1,GPID_00080,0T0VC (Alameda),MMS Batch 1,13.13
47909,R1,GPID_00065,377,MMS Batch 2,13.13
47997,N1,GPID_00019,DVF280|LORRAINEKOENIGSMAKER,MMS Batch 2,13.13
48426,N2,GPID_00187,L979/S1/1/1snEP10-1_1-4-1-2,MMS Batch 3,13.13
48440,N2,GPID_00195,Slaney/1,MMS Batch 3,13.13
47560,R1,GPID_00109,OMEYA,MMS Batch 1,13.12
47988,N1,GPID_00062,260,MMS Batch 2,13.12
48039,N1,GPID_00117,Lynx,MMS Batch 2,13.12
48729,N2,GPID_00100,PALACIO,MMS Batch 4,13.12
50233,N3,GPID_00138,Karna,MMS Batch 7,13.12
48022,N1,GPID_00228,130731,MMS Batch 2,13.11
49222,N2,GPID_00194,Sel97-1,MMS Batch 5,13.11
49227,N2,GPID_00006,DVF177|BOBICKROD115,MMS Batch 5,13.11
47893,R1,GPID_00208,Diana07,MMS Batch 2,13.10
47898,R1,GPID_00062,260,MMS Batch 2,13.10
47947,R1,GPID_00107,VOLANTIN,MMS Batch 2,13.10
50227,N3,GPID_00094,HISTAL,MMS Batch 7,13.10
47982,N1,GPID_00123,NPZ17.7035,MMS Batch 2,13.09
48419,N2,GPID_00133,Tiffany,MMS Batch 3,13.09
48424,N2,GPID_00017,DVF278|POP.MOUTIERSSAULEX,MMS Batch 3,13.09
49190,N2,GPID_00190,Minica,MMS Batch 5,13.09
47730,N1,GPID_00155,Bulldog/1-4EP3-5-1_1,MMS Batch 1,13.08
47968,R2,Giza402Gš,Giza402Gš,MMS Batch 2,13.08
48384,N1,GPID_00061,237,MMS Batch 3,13.08
48631,R2,GPID_00212,Fab7371,MMS Batch 4,13.08
48660,R2,GPID_00158,DUC1268(4)(1)/VC-1=1268(4)(1)-1,MMS Batch 4,13.08
49790,N3,GPID_00059,Victus,MMS Batch 6,13.08
47586,R1,GPID_00156,Condor/3(Kaf2),MMS Batch 1,13.07
47914,R1,GPID_00112,Alfred,MMS Batch 2,13.07
47944,R1,GPID_00172,HBNr50580,MMS Batch 2,13.07
47979,N1,GPID_00130,Rana,MMS Batch 2,13.07
49238,N2,GPID_00053,MELODIE,MMS Batch 5,13.07
47594,R1,GPID_00073,1070,MMS Batch 1,13.06
48031,N1,GPID_00213,Fab7375,MMS Batch 2,13.06
48644,R2,GPID_00231,Fjord,MMS Batch 4,13.06
49178,N2,GPID_00016,DVF2516|29H.1.15.B.(1.12)1MC1.3,MMS Batch 5,13.06
49699,R3,GPID_00109,OMEYA,MMS Batch 6,13.06
47922,R1,GPID_00199,V2544,MMS Batch 2,13.05
48027,N1,GPID_00152,Basispop.-762,MMS Batch 2,13.05
48321,R2,GPID_00060,231,MMS Batch 3,13.05
48382,N1,GPID_00158,DUC1268(4)(1)/VC-1=1268(4)(1)-1,MMS Batch 3,13.05
48395,N1,GPID_00204,124097,MMS Batch 3,13.05
48437,N2,GPID_00159,FAB120,MMS Batch 3,13.05
49081,R2,GPID_00176,I5_FAB106,MMS Batch 5,13.05
47621,R1,GPID_00063,287,MMS Batch 1,13.04
48328,R2,GPID_00104,709,MMS Batch 3,13.04
48607,R2,GPID_00135,Yukon,MMS Batch 4,13.04
50217,N3,GPID_00115,Hobbit,MMS Batch 7,13.04
47976,N1,GPID_00008,DVF1979|223303,MMS Batch 2,13.03
48636,R2,GPID_00237,RIL35L,MMS Batch 4,13.03
49199,N2,GPID_00108,JOYA,MMS Batch 5,13.03
48025,N1,GPID_00128,NPZ17.7540,MMS Batch 2,13.02
48606,R2,GPID_00171,HBNr42400,MMS Batch 4,13.02
48746,N2,GPID_00228,130731,MMS Batch 4,13.02
49096,R2,GPID_00098,XBJ90.04-6-2-1-1 (QUIJOTE),MMS Batch 5,13.02
49168,N2,GPID_00186,L977/88/S1wnEP5-1_1-1sn!!!-1,MMS Batch 5,13.02
49748,N3,GPID_00103,ILB 6584,MMS Batch 6,13.02
50187,N3,GPID_00143,47301,MMS Batch 7,13.02
48292,R1,GPID_00158,DUC1268(4)(1)/VC-1=1268(4)(1)-1,MMS Batch 3,13.01
48420,N2,GPID_00152,Basispop.-762,MMS Batch 3,13.01
48454,N3,ILB938/2,ILB938/2,MMS Batch 3,13.01
48609,R2,GPID_00193,Peru/Karg-5,MMS Batch 4,13.01
48689,N2,GPID_00039,DVF1289,MMS Batch 4,13.01
48734,N2,GPID_00231,Fjord,MMS Batch 4,13.01
49745,N3,GPID_00237,RIL35L,MMS Batch 6,13.01
50248,N3,GPID_00180,IG13010,MMS Batch 7,13.01
49192,N2,GPID_00116,Kristall,MMS Batch 5,13.01
49220,N2,GPID_00026,DVF3344|IG11693,MMS Batch 5,13.01
48632,R2,GPID_00089,BARACA,MMS Batch 4,13.00
48744,N2,GPID_00232,Kassa,MMS Batch 4,13.00
47929,R1,GPID_00194,Sel97-1,MMS Batch 2,12.99
47941,R1,GPID_00213,Fab7375,MMS Batch 2,12.99
48000,N1,GPID_00138,Karna,MMS Batch 2,12.99
48348,R2,GPID_00137,Farah,MMS Batch 3,12.99
48445,N2,GPID_00059,Victus,MMS Batch 3,12.99
49800,N3,GPID_00074,1114,MMS Batch 6,12.99
50239,N3,GPID_00212,Fab7371,MMS Batch 7,12.99
49215,N2,GPID_00121,NPZ16.7610,MMS Batch 5,12.99
48015,N1,GPID_00120,Mythos,MMS Batch 2,12.98
48739,N2,GPID_00147,Arrisot/1EP1-1_1-4-1-1,MMS Batch 4,12.98
49210,N2,GPID_00134,Troy,MMS Batch 5,12.98
47964,R1,GPID_00181,ILB938/2,MMS Batch 2,12.97
48280,R1,GPID_00176,I5_FAB106,MMS Batch 3,12.97
48366,N1,GPID_00157,C™teD`Or/1-1-3-1-2-1-1-2-2-3-22-2,MMS Batch 3,12.97
48604,R2,GPID_00224,75573,MMS Batch 4,12.97
49093,R2,GPID_00099,PEGOLETE,MMS Batch 5,12.97
49754,N3,GPID_00131,RLW57420,MMS Batch 6,12.97
49785,N3,GPID_00121,NPZ16.7610,MMS Batch 6,12.97
50231,N3,GPID_00093,CHIPEN,MMS Batch 7,12.97
47626,R1,GPID_00202,Webo/1-1-1-10-1-2,MMS Batch 1,12.96
48305,R1,GPID_00204,124097,MMS Batch 3,12.96
49744,N3,GPID_00160,FAB144,MMS Batch 6,12.96
47595,R1,GPID_00198,Uran/1,MMS Batch 1,12.95
48042,N1,GPID_00029,DVF3352|IG12010,MMS Batch 2,12.95
49169,N2,GPID_00086,ALDABA,MMS Batch 5,12.95
49173,N2,GPID_00130,Rana,MMS Batch 5,12.95
50255,N3,GPID_00108,JOYA,MMS Batch 7,12.95
47585,R1,GPID_00017,DVF278|POP.MOUTIERSSAULEX,MMS Batch 1,12.94
47933,R1,GPID_00016,DVF2516|29H.1.15.B.(1.12)1MC1.3,MMS Batch 2,12.94
47995,N1,GPID_00093,CHIPEN,MMS Batch 2,12.94
48732,N2,GPID_00142,Erfano,MMS Batch 4,12.94
48753,N2,GPID_00207,Aurora2,MMS Batch 4,12.94
49730,N3,GPID_00136,Zahra,MMS Batch 6,12.94
49736,N3,GPID_00178,IG11204,MMS Batch 6,12.94
49782,N3,GPID_00053,MELODIE,MMS Batch 6,12.94
47570,R1,GPID_00165,Fab303,MMS Batch 1,12.93
47609,R1,GPID_00125,NPZ17.7532,MMS Batch 1,12.93
47956,R1,GPID_00214,GCN07715cf3,MMS Batch 2,12.93
49084,R2,GPID_00063,287,MMS Batch 5,12.93
48023,N1,GPID_00016,DVF2516|29H.1.15.B.(1.12)1MC1.3,MMS Batch 2,12.92
48287,R1,GPID_00184,L79/79/1EP4-1_1-3-2-2,MMS Batch 3,12.92
49162,N2,GPID_00037,DVF3376|IG14201,MMS Batch 5,12.92
49747,N3,GPID_00172,HBNr50580,MMS Batch 6,12.92
49783,N3,GPID_00116,Kristall,MMS Batch 6,12.92
50209,N3,GPID_00225,81360,MMS Batch 7,12.92
47571,R1,GPID_00143,47301,MMS Batch 1,12.91
47574,R1,GPID_00163,FAB288,MMS Batch 1,12.91
48429,N2,GPID_00140,Victor,MMS Batch 3,12.91
49085,R2,GPID_00080,0T0VC (Alameda),MMS Batch 5,12.91
49205,N2,GPID_00085,ALBOLAFIA,MMS Batch 5,12.91
47617,R1,GPID_00241,NC58,MMS Batch 1,12.90
47918,R1,GPID_00100,PALACIO,MMS Batch 2,12.90
47680,N1,GPID_00225,81360,MMS Batch 1,12.90
47691,N1,GPID_00139,Samba,MMS Batch 1,12.90
49148,R2,GPID_00053,MELODIE,MMS Batch 5,12.90
49628,R3,GPID_00224,75573,MMS Batch 6,12.90
50236,N3,GPID_00187,L979/S1/1/1snEP10-1_1-4-1-2,MMS Batch 7,12.90
49197,N2,GPID_00139,Samba,MMS Batch 5,12.90
49224,N2,GPID_00114,Espresso,MMS Batch 5,12.90
47899,R1,GPID_00175,I2_47304,MMS Batch 2,12.89
49134,R2,GPID_00114,Espresso,MMS Batch 5,12.89
47565,R1,GPID_00196,St8419/2,MMS Batch 1,12.88
48333,R2,GPID_00069,751,MMS Batch 3,12.88
48626,R2,GPID_00157,C™teD`Or/1-1-3-1-2-1-1-2-2-3-22-2,MMS Batch 4,12.88
49206,N2,GPID_00081,0T0VC(Baraca),MMS Batch 5,12.88
47597,R1,GPID_00087,AMCOR,MMS Batch 1,12.87
48293,R1,GPID_00212,Fab7371,MMS Batch 3,12.87
49071,R2,GPID_00030,DVF3354|IG124115,MMS Batch 5,12.87
49629,R3,GPID_00083,ACEQUIA,MMS Batch 6,12.87
49225,N2,GPID_00221,Taifun,MMS Batch 5,12.87
48288,R1,GPID_00154,BPL261,MMS Batch 3,12.86
48297,R1,GPID_00082,0T0VC(Baraca),MMS Batch 3,12.86
48434,N2,GPID_00222,Tina,MMS Batch 3,12.86
48711,N2,GPID_00153,Bourdon/1EP5EP1-1_1-2-1,MMS Batch 4,12.86
49200,N2,GPID_00151,Basispop.-524,MMS Batch 5,12.86
48008,N1,GPID_00100,PALACIO,MMS Batch 2,12.85
48017,N1,GPID_00200,VF172-12,MMS Batch 2,12.85
48289,R1,GPID_00179,IG11903,MMS Batch 3,12.85
