"","Plant","Ref","Line1","Line2","Batch","Biomass","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","raG","raD","raS"
"ID_10047579","ID_10047579","R1","GPID_00182","K_Tick","MMS Batch 1",12.24,0.0823874117173944,-0.00232232559023129,0.0400713996522346,-0.0945934740804011,-0.0110898567372169,0.00821463467816175,-0.0195496231795137,0.00871879459981392,0.0127043706736423,0.0331555585617631,372,256484,110028
"ID_10047580","ID_10047580","R1","GPID_00089","BARACA","MMS Batch 1",14.09,-0.0859032315767782,-0.0299361910489164,-0.032315960998171,-0.0493950023098801,0.218047558947465,-0.0191909877817967,0.156038241991427,0.119029470393592,0.0281264153971331,0.0868232240660996,2118,241880,132690
"ID_10047581","ID_10047581","R1","GPID_00150","Basispop.-387","MMS Batch 1",12.2,0.0824319799256829,-0.00422230652230541,0.0443234419897458,-0.11055603739622,-0.0133385419618694,0.0250004412759506,-0.029190053194033,0.00521124262180344,-0.017560204457679,0.0171364059085638,4228,240624,117167
"ID_10047582","ID_10047582","R1","GPID_00223","Ukko","MMS Batch 1",12.54,0.0581332522257674,-0.0127628494281286,0.0651163120719859,-0.103734298628894,-0.00994832827164658,0.00490588542024516,-0.0123980454936832,0.0357938852058691,0.0322283431597831,0.0649684610706562,538,219927,133161
"ID_10047583","ID_10047583","R1","GPID_00133","Tiffany","MMS Batch 1",14.14,0.104543547036436,0.0351552215813025,-0.115990723578548,0.0196812176887606,0.0215781995732373,-0.0363035912241616,-0.0141148346964282,-0.00879813217149318,-0.0207086996994709,-0.139091296390987,186,289716,84681
"ID_10047584","ID_10047584","R1","GPID_00164","Fab302","MMS Batch 1",13.72,-0.0760982395001293,0.0215674729302729,0.0015913562792859,-0.00285661336049243,-0.164443136686895,-0.0760092258935844,0.137692896640775,-0.00471567229355942,-0.00145749032816011,0.0080782216655584,10400,277548,55916
"ID_10047585","ID_10047585","R1","GPID_00017","DVF278|POP.MOUTIERSSAULEX","MMS Batch 1",12.94,0.0701894185456173,-0.0164682420850966,0.0702220533407856,-0.0753575277739583,-0.00350157888838489,0.00946512720531943,-0.0137862153552904,0.00684681288450629,-0.00434475597434189,0.0157115743142708,5735,269960,105691
"ID_10047586","ID_10047586","R1","GPID_00156","Condor/3(Kaf2)","MMS Batch 1",13.07,0.0387035003236467,-0.0634623289219141,0.126334191279139,0.144466776803264,0.0334528389658094,-0.0211959179149959,0.0257941319342953,0.000163979764561339,-0.0997236297681889,0.0119753421060881,6099,313109,64591
"ID_10047587","ID_10047587","R1","GPID_00028","DVF3350|IG11749","MMS Batch 1",13.65,-0.0550233583351928,0.120647068425146,0.0412828552083732,-0.0166808214235981,0.00379936212700606,0.00505974004845211,-0.0399297231576985,-0.0716249624252176,0.0129010827089108,0.0266978650518835,1222,340054,37079
"ID_10047588","ID_10047588","R1","GPID_00224","75573","MMS Batch 1",13.8,0.0203242939622343,-0.0142937662169104,0.0462097371637165,-0.103661034861073,0.0913097613752391,0.00524190435381599,0.0527673471630073,0.113248337279173,0.0275579891639698,0.0742507898805598,6650,206445,162833
"ID_10047589","ID_10047589","R1","GPID_00240","Messay","MMS Batch 1",13.21,-0.0860940935042265,0.0106112257666958,-0.0153331529743632,0.00659702080651926,-0.0213577975802492,0.0221832641496291,-0.0559879609207655,0.20397550817915,-0.0117116682257527,-0.0773322612825928,3995,355474,35535
"ID_10047590","ID_10047590","R1","GPID_00225","81360","MMS Batch 1",13.69,-0.0729484397535491,0.0352337368634144,-0.00372200878713925,0.0064243948368249,0.00195412881641024,0.0218630475994963,-0.00530976060365117,0.112227351997871,0.0223378609224072,-0.0415818848079476,262,284197,99576
"ID_10047591","ID_10047591","R1","GPID_00203","Wibo/1-1_1-1","MMS Batch 1",12.19,0.0373322385074291,-0.05561638371246,0.127728694264125,0.138196893443624,0.0321475880380088,-0.0321406743330181,0.00275480707252801,-0.00436575717373036,-0.119221437191126,-0.00802870858038195,3362,281518,93288
"ID_10047592","ID_10047592","R1","GPID_00235","NV866-1","MMS Batch 1",12.69,0.0527363939826,-0.0308479498354256,0.00131150260366147,-0.0695438456003939,0.0725792353802354,-0.147231645308179,-0.0186785564802728,-0.0753139816399749,0.00958621310726192,-0.265735632882596,11855,226847,121475
"ID_10047593","ID_10047593","R1","GPID_00091","CANA","MMS Batch 1",12.73,-0.0776837775557599,-0.06246487576847,-0.0375608827838076,-0.0543035823667526,0.201058634855704,0.00422086381333756,0.153399169621012,0.00101557557559054,0.0155195388946765,0.055095094300999,1032,174518,210139
"ID_10047594","ID_10047594","R1","GPID_00073","1070","MMS Batch 1",13.06,-0.0146885425492483,-0.027321944650035,0.0200125027823809,-0.0245504992894322,-0.0339391430521086,0.0148054230988751,-0.0257715600153804,0.0132980033646428,-0.00583211229339148,-0.0127625682365544,384,252771,116768
"ID_10047595","ID_10047595","R1","GPID_00198","Uran/1","MMS Batch 1",12.95,0.0635834406565962,-0.0195412211614103,0.0568189968765463,-0.0734819394220446,-0.0112892616592854,0.00948081503170205,0.000362578046005063,0.00538325995704986,0.0146471759393274,0.0156133544894334,17671,250894,78464
"ID_10047596","ID_10047596","R1","GPID_00083","ACEQUIA","MMS Batch 1",13.83,-0.0800839000423433,-0.0997395291370992,-0.0514239537750103,-0.0126673557451147,0.0195455553819089,0.0782159603977541,-0.000765477667285202,-0.136616556922124,-0.0114313776911459,-0.00684754134680867,14320,251777,105760
"ID_10047597","ID_10047597","R1","GPID_00087","AMCOR","MMS Batch 1",12.87,-0.085719240455943,-0.111263827821723,-0.0532915150207914,-0.0200156717377612,0.0298531158989222,0.0769807457416924,0.00828292278680611,-0.141856226140572,-0.0111485586805267,-0.0157773359609398,4573,272486,113052
"ID_10047598","ID_10047598","R1","GPID_00173","Hiverna/1-1-2EP3-2","MMS Batch 1",13.32,0.0348133291542363,-0.0578566184915763,0.119289032182032,0.122238457440677,0.0321098267341713,-0.0207505569717426,0.0262613025508584,-0.00157834295025072,-0.0865629600662774,-0.00731472722944048,1365,253849,68360
"ID_10047599","ID_10047599","R1","GPID_00068","505","MMS Batch 1",11.52,-0.0796458468302693,-0.0221114840348665,-0.0165693311706573,0.000713416284188048,-0.00290456515830342,0.0451432773228124,-0.00730890265575705,0.0763954990067857,0.00881005073114817,-0.0401127093017993,1500,278706,74514
"ID_10047600","ID_10047600","R1","GPID_00097","XBJ90.03-16-1-1-1 (NAVIO)","MMS Batch 1",13.44,-0.0824824273295817,-0.00858360550591004,-0.0217243550900644,-0.0356799179768575,0.171079715656763,-0.00329561395335508,0.116338243297293,0.144120979805949,0.0157098630469315,0.0668035164538797,15623,293521,56356
"ID_10047601","ID_10047601","R1","GPID_00139","Samba","MMS Batch 1",13.53,0.0886714666183467,0.0588266194585692,-0.161344748207288,0.0951151895064049,0.00219840926650955,0.0707834493707356,0.0433777212439455,0.0239455748999631,-0.151248745017248,0.0670792828639853,381,300181,62876
"ID_10047602","ID_10047602","R1","GPID_00149","Banner/1EP1-1_1-4-1-1","MMS Batch 1",10.96,0.0380585513814604,-0.0675729815519141,0.144035118443964,0.1760747881606,0.0380813353905957,-0.0387156412144236,0.0154604617125665,-0.0170959107528403,-0.108008540721533,0.0144047245841439,646,312410,81410
"ID_10047603","ID_10047603","R1","GPID_00092","CARAMBA","MMS Batch 1",14.04,-0.0598836471940115,-0.0928646550486506,-0.0352797315834034,-0.053284485359309,0.152306699632934,0.0478786963391027,0.116908548875008,-0.179559938745025,-0.00458310626964035,0.0141232418814305,4389,275072,103691
"ID_10047604","ID_10047604","R1","GPID_00192","Orletzki/Orol","MMS Batch 1",13.23,0.0777409081211591,-0.0175091735605648,0.0560308694172219,-0.0952709419707015,-0.0181740212886528,0.0143490367468864,-0.0140815825202115,0.0175714152716468,-0.0107714574660851,0.00947597899723237,4034,307592,86562
"ID_10047605","ID_10047605","R1","GPID_00237","RIL35L","MMS Batch 1",13.31,0.0300235721506678,-0.0297929154495157,-0.120764926538715,0.0133775544398827,0.0246586465993733,-0.354031513633431,-0.184177971837315,-0.022852019733854,-0.00799454318480799,-0.0224150084148402,2118,257272,140641
"ID_10047606","ID_10047606","R1","GPID_00127","NPZ17.7538","MMS Batch 1",12.02,0.0649982273585547,-0.0185971267187912,0.00310363222640063,0.157840515846238,0.0252211078801406,0.0235183893279327,0.0290548006162084,0.00686950267165298,0.0993017165934869,0.0269427845430425,28630,240475,101012
"ID_10047607","ID_10047607","R1","GPID_00118","Macho","MMS Batch 1",12.7,0.0868067659850921,0.0316028007590217,-0.133261905201474,0.0795962031217173,-0.00617194438523728,0.0625162063904204,0.0313921717352845,0.0238334115480674,-0.04932289298068,0.0380826924075078,14440,259315,98826
"ID_10047609","ID_10047609","R1","GPID_00125","NPZ17.7532","MMS Batch 1",12.93,0.0712370433110002,-0.0103191307408329,-0.0183442944167941,0.120424052533367,0.0188459683392935,0.00192345290162463,0.00915870363510964,-0.0126847577077925,0.22674079471796,-0.0700173456025264,3502,276972,81391
"ID_10047610","ID_10047610","R1","GPID_00027","DVF3349|IG11708","MMS Batch 1",11.25,-0.0806061013402719,0.0591922991700834,0.0137904131104401,0.0127135745788325,-0.018803704128028,0.0060427159787827,-0.00715834272640334,0.0148211027726576,0.00914453993987475,-0.0130325784389389,6075,262624,105135
"ID_10047611","ID_10047611","R1","GPID_00219","PI664248","MMS Batch 1",12.59,0.0429327433709006,-0.0486374602813491,0.0935479945587239,0.0559147635461433,-0.00146367823687216,0.00648595674835583,-0.0128261788115361,0.00122792815283086,0.0920011587721209,-0.00270986213832214,4168,296855,85802
"ID_10047612","ID_10047612","R1","GPID_00030","DVF3354|IG124115","MMS Batch 1",13.3,-0.0189635411074246,-0.037113688171859,0.0157474618619465,-0.018982516488963,-0.0473700771589167,0.0138269490022745,-0.0236979657657526,0.0309486955943552,0.0193619234152958,-0.00953754464328717,523,298330,62033
"ID_10047613","ID_10047613","R1","GPID_00012","DVF2365|KARL","MMS Batch 1",11.88,0.0377379069261178,-0.0557396099250869,0.117095735910868,0.0817722004838887,0.0142309062084851,-0.00259771085109339,-0.00967674295573098,0.00968012651602729,0.0179272625025246,-0.0268175502232814,726,299603,78798
"ID_10047614","ID_10047614","R1","GPID_00018","DVF279|LORRAINEMETZ","MMS Batch 1",11.17,0.0703988456363733,-0.0206083393614844,0.0750727237149224,-0.0744806852105263,-0.00527145126443926,0.0134570048660241,-0.0104971410753661,0.0160280335625393,-0.00481378273361982,0.0244219317343978,4896,322638,48918
"ID_10047615","ID_10047615","R1","GPID_00105","1000","MMS Batch 1",13.86,-0.0751323379717476,-0.0967909930006056,-0.054255399735205,0.00245045622087295,-0.0572848606115493,0.075238283844894,-0.062119266315669,-0.0618750331706449,-0.00894191964436936,-0.0418292456892085,467,262472,120643
"ID_10047617","ID_10047617","R1","GPID_00241","NC58","MMS Batch 1",12.9,-0.0864278780555373,0.0326872797506658,-0.00372853805104818,0.000851500572437416,-0.001392330113404,0.0224083840364552,-0.032846785872027,0.233865338987962,-0.0138157102335195,-0.0892563356353479,7681,289613,83482
"ID_10047618","ID_10047618","R1","GPID_00174","I2_47303","MMS Batch 1",12.16,-0.0658661737778134,-0.0778433826180509,-0.0449834943088089,0.00497627276866628,-0.14662647776589,-0.0674752471679156,0.0301243986977539,-0.0057642833573239,-0.00338570107618773,0.0925883417476839,617,240794,154072
"ID_10047619","ID_10047619","R1","GPID_00090","BROCAL","MMS Batch 1",12.53,-0.0721671385541364,-0.0962073229604518,-0.0378113636409629,-0.0176390614806904,0.0423479802562479,0.0894213712247788,0.030595676195043,-0.154126504490064,-0.00909074224084363,-0.00472436074928691,1861,254535,135226
"ID_10047620","ID_10047620","R1","GPID_00009","DVF2080|TYROL","MMS Batch 1",12.22,0.092367313386507,-0.0133316739014566,0.0484849400324115,-0.114811817497069,-0.0118085535514659,0.0199666562022483,-0.0208095782024673,0.00705108547100193,-0.0189353159749115,0.0110573509976497,7029,303873,67730
"ID_10047621","ID_10047621","R1","GPID_00063","287","MMS Batch 1",13.04,-0.0804678790120934,-0.0871984195398135,-0.0242498391869822,-0.000709601287794705,-0.0473219131530109,0.0393000915740455,-0.0422408835636572,0.00442647153809451,-0.00170776480781933,-0.0197831485986872,9165,264546,125333
"ID_10047622","ID_10047622","R1","GPID_00104","709","MMS Batch 1",12.76,-0.0795741589321339,-0.0625132634580623,-0.0509765322865223,-0.0411171830417594,0.144227929586446,-0.0350612986232378,0.0788078307026455,0.0219803612708088,0.0227247054203524,0.0271675186232367,1503,298550,95220
"ID_10047623","ID_10047623","R1","GPID_00211","FAB7369","MMS Batch 1",12.54,-0.0522699831558878,0.0519582489324604,0.0494111929119107,0.00901522874995084,-0.010759685249933,0.0359840670258033,-0.040693214982297,0.0907861365181056,-0.00261062447678064,-0.0774990479396164,1458,213440,144635
"ID_10047624","ID_10047624","R1","GPID_00047","DVF3274|LOCAL","MMS Batch 1",12.26,0.0536960741565424,-0.0316835901407024,0.045357974284323,-0.070383415826895,-0.0241294341206432,0.0155039754172204,0.000152498098988088,0.00315582708578221,0.0190950023978325,0.00326004560847096,157,302768,96332
"ID_10047625","ID_10047625","R1","GPID_00113","Condor","MMS Batch 1",12.23,0.105268989730899,0.0269093915652452,-0.0644623342774173,-0.0201992468093108,-0.00578383654401124,0.0403453220240209,-0.0109794220518988,0.00771220289665534,-0.00129892680626051,0.020781178615513,2673,313970,70608
"ID_10047626","ID_10047626","R1","GPID_00202","Webo/1-1-1-10-1-2","MMS Batch 1",12.96,0.0363758857172391,-0.0556552788093551,0.12038642037152,0.108894790548436,0.015680147746514,-0.0191628355915173,0.00900321595709537,0.00320861673764061,-0.0535477091113035,-0.000869261319522899,3942,311814,46106
"ID_10047627","ID_10047627","R1","GPID_00013","DVF2372|Hiverna","MMS Batch 1",13.2,0.0421026888599698,-0.0725236581189795,0.142348788808875,0.157908549540149,0.0408230223344856,-0.0282524680349421,0.02390746326434,-0.00133193395782771,-0.132720302246016,0.0109301710035549,195,271582,103366
"ID_10047628","ID_10047628","R1","GPID_00014","DVF2378|QUASAR","MMS Batch 1",12.19,0.0336921643468748,-0.0605270816758623,0.106158681541635,0.106316306004167,0.0146296427376069,-0.0154002264806104,-0.00346900236474884,-0.0062749077525586,0.120306703895953,-0.0114815624929248,1299,307419,77158
"ID_10047630","ID_10047630","R1","GPID_00147","Arrisot/1EP1-1_1-4-1-1","MMS Batch 1",13.71,0.04292430133027,-0.0334751371996955,0.0821433253602427,-0.013717962049405,0.000433219102964208,0.0121858770013315,-0.00681198810805961,0.00237384766823023,0.0231919343203073,0.000812407311236556,8843,303609,84239
"ID_10047631","ID_10047631","R1","GPID_00185","L863/1","MMS Batch 1",12.45,0.0754931889717802,0.00194538063219895,0.0198612459689807,-0.0916600817170913,-0.0180590289103716,0.0416113400623608,0.00584566200242606,0.0195812600016428,-0.0603092024254216,0.0591471224995356,310,275196,100079
"ID_10047632","ID_10047632","R1","GPID_00115","Hobbit","MMS Batch 1",13.69,0.086702841821669,0.0528269582117016,-0.159305315534588,0.109384630285069,-0.00325525724861407,0.072119169087494,0.0461098508764994,0.0229454559100845,-0.0880741558243965,0.0769736409083955,152,293024,78316
"ID_10047634","ID_10047634","R1","GPID_00032","DVF3360|IG13030","MMS Batch 1",12.78,-0.0885472729579236,0.0160969112606425,-0.0128710428220527,0.00836511948464862,-0.0120753852605464,0.0471012310451158,-0.035935803793142,0.200017521948756,-0.012779111538797,-0.0965625890573977,616,261807,87989
"ID_10047635","ID_10047635","R1","GPID_00220","Scirocco","MMS Batch 1",12.6,0.085542812292665,0.0569797586368532,-0.166693847051387,0.101139140866365,0.00207203325159914,0.069887321903091,0.0434354461089445,0.0276062584679025,-0.157580269645529,0.069711255589344,4521,311785,70996
"ID_10047636","ID_10047636","R1","GPID_00053","Fanfare","MMS Batch 1",11.27,0.0859301827728512,0.0167679655080469,-0.118512370242644,0.0189742326028806,0.0538883900122852,-0.195557036053749,-0.0844511821344326,-0.0347895127918921,-0.01018244451399,-0.152054294401825,964,312248,60823
"ID_10047637","ID_10047637","R1","GPID_00049","DVF3345|IG11695","MMS Batch 1",12.42,-0.0837248775378327,0.21126834604041,0.0520691337843423,0.015711590289982,0.0196154199180034,-0.0110085032455463,-0.0201868504023729,-0.093687948710569,0.00390525529721684,0.0172688252063992,4669,237868,90599
"ID_10047638","ID_10047638","R1","GPID_00025","DVF3343|IG11687","MMS Batch 1",12.35,-0.0848075168352954,0.16453597554138,0.0408107838946413,0.0146455831310757,0.0057731166971547,-0.00822015302359132,-0.0128862619964367,-0.0621776404571943,0.00184592488756472,0.00868903593580901,1001,169362,149696
"ID_10047639","ID_10047639","R1","GPID_00140","Victor","MMS Batch 1",12.57,0.0908573687514714,0.0226148734023112,-0.0763191157363306,0.0639241729604004,0.00220024902128975,0.0367044595697277,0.00642870420006338,-0.000405215738887493,0.2576297772555,0.00536427540235981,1236,286941,89747
"ID_10047640","ID_10047640","R1","GPID_00155","Bulldog/1-4EP3-5-1_1","MMS Batch 1",12.41,0.0378997319935217,-0.0569045652686499,0.103327238780624,0.0917247604856799,0.010950986539977,-0.00729485549386042,-0.00203215923288616,0.00334900155460062,0.133111552046771,-0.018388133009776,1842,244579,114208
"ID_10047641","ID_10047641","R1","GPID_00080","0T0VC (Alameda)","MMS Batch 1",13.13,-0.050005985195514,-0.0484271282595461,-0.0291914817757182,-0.0614187814475399,0.182677479964195,-0.0633561737969571,0.0883628117874384,-0.0416968728605775,-0.00253349471453152,-0.0755044249617071,832,299897,85968
"ID_10047642","ID_10047642","R1","GPID_00064","370","MMS Batch 1",13.52,-0.0726292000310504,0.0131846033989989,-0.00489772649102634,0.0051241668548057,0.00195097905197611,0.0435355376527694,-0.0107248138600546,0.114487900738333,0.0144923428527224,-0.0480880286776391,1437,324272,66415
"ID_10047643","ID_10047643","R1","GPID_00222","Tina","MMS Batch 1",13.35,0.0720313596966637,-0.0206401400645551,0.0677119890689588,-0.0955296629500582,-0.00758202035452128,0.0181164165770996,-0.0198545959135182,0.00867005910669652,0.0169785491622196,0.0105969913207364,1116,246434,129489
"ID_10047884","ID_10047884","R1","GPID_00015","DVF2452|DEBDENMUTANT","MMS Batch 2",12.31,0.0400575375988356,-0.049796696802016,0.108322165120196,0.0754394945029774,0.0178705249151267,0.00201202280892238,-0.000532802161308576,0.00481458136847057,0.0547664527374055,-0.000955155003674185,1382,288607,102886
"ID_10047885","ID_10047885","R1","GPID_00085","ALBOLAFIA","MMS Batch 2",12.64,-0.0700350644762486,-0.0814366517762722,-0.0376857788965541,0.000847036838893,-0.0405093023665304,0.0476056818394209,-0.0414919092739762,-0.0323305160523806,-0.00946521231215888,-0.0116858501941214,2637,295382,92637
"ID_10047886","ID_10047886","R1","GPID_00008","DVF1979|223303","MMS Batch 2",12.75,-0.0845777158908584,0.208367936308305,0.0495638245363631,0.01433807902762,0.0199049715131786,-0.00865177072570028,-0.0237873357713554,-0.0940904611915324,0.000982138117113052,0.014301408095076,3813,273020,105869
"ID_10047887","ID_10047887","R1","GPID_00187","L979/S1/1/1snEP10-1_1-4-1-2","MMS Batch 2",10.66,0.0332460380525762,-0.05937503330719,0.139263372268406,0.185625650481093,0.0427837616745901,-0.0436985753437757,0.0220422960851584,-0.0163028858097363,-0.135139348608669,0.018595993656978,502,279935,84641
"ID_10047888","ID_10047888","R1","GPID_00230","FAB7367","MMS Batch 2",12.68,-0.0492430140075574,0.044375219543443,0.0540901908849531,0.00473400463679065,-0.023763434338486,0.0228440877062718,-0.0166734227542815,0.0394671840916482,-0.00763250139859582,-0.0278535908181331,2718,292690,81802
"ID_10047889","ID_10047889","R1","GPID_00130","Rana","MMS Batch 2",12.22,0.104032002092941,0.0339257779976966,-0.112342865314276,0.0165616472681426,0.0183767405049501,-0.0397877673475731,-0.0142927560142743,-0.0118930958979108,-0.0305550034688534,-0.142446376965595,12763,301682,83788
"ID_10047890","ID_10047890","R1","GPID_00004","DVF159|GRADISVKA","MMS Batch 2",11.87,0.0293781097386983,-0.0262302705516936,0.0654176031889944,-0.0495629064706512,-0.0194916427323857,0.00672107061418552,-0.0246242324775444,0.0159859597070377,0.00148989038897276,-0.00805121373027726,4208,280856,94480
"ID_10047891","ID_10047891","R1","GPID_00166","FAB370","MMS Batch 2",12.25,0.0847297536773607,3.2091875396906e-05,0.0263952047319628,-0.0998381119400104,-0.0214054142313314,0.0229583790861033,-0.0205533610584399,0.00213679399849028,-0.0118708038569002,0.0348212757033953,11810,237000,127410
"ID_10047892","ID_10047892","R1","GPID_00123","NPZ17.7035","MMS Batch 2",11.84,0.0864342220382076,-0.00423251184081281,0.0366326438012041,-0.0571734318937194,-0.00526838233912387,0.0300149010357553,0.00139737192682155,-0.00112110893085767,0.0825504549101072,0.0540743000779297,832,217502,160139
"ID_10047893","ID_10047893","R1","GPID_00208","Diana07","MMS Batch 2",13.1,0.0632705749945338,-0.000879140354581448,0.0585725663524209,-0.0827808538218727,-0.011995982829186,0.0155624300104184,-0.0103421008700345,0.00180923396752297,0.00286517821707431,0.0344115828939086,249,228507,145972
"ID_10047894","ID_10047894","R1","GPID_00215","GelberMelaninfleck","MMS Batch 2",12.08,0.086625311225189,0.0320831711775914,-0.109345869424734,0.0628101635090521,-0.00784565906654196,0.0602348422077192,0.0367605279261784,0.0215412893404314,0.000946252906514773,0.0561565967235038,9343,231356,89306
"ID_10047896","ID_10047896","R1","GPID_00135","Yukon","MMS Batch 2",12.59,0.0922058509129286,0.0402421385588821,-0.142616413171659,0.0750854758366392,0.0133972959745334,0.0133235747042607,0.0169111920170892,0.0107426546285411,0.00325370055610318,-3.61869025889666e-05,1573,251139,140858
"ID_10047897","ID_10047897","R1","GPID_00142","Erfano","MMS Batch 2",11.8,0.0868124731473022,-0.0167149518697112,0.0397414508284271,-0.0661856154180344,-0.0103291607357512,0.0212742089463811,-0.0122646828661316,0.00774977571515998,0.0647336121172686,0.0112471138850213,1298,239016,128240
