"","Plant","Ref","Line1","Line2","Batch","Biomass","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","alpG","alpD","alpS"
"ID_10047601","ID_10047601","R1","GPID_00139","Samba","MMS Batch 1",13.53,0.0886714666183467,0.0588266194585692,-0.161344748207288,0.0951151895064049,0.00219840926650955,0.0707834493707356,0.0433777212439455,0.0239455748999631,-0.151248745017248,0.0670792828639853,1.82625437592657,2.96478672551141,2.65944638474976
"ID_10047602","ID_10047602","R1","GPID_00149","Banner/1EP1-1_1-4-1-1","MMS Batch 1",10.96,0.0380585513814604,-0.0675729815519141,0.144035118443964,0.1760747881606,0.0380813353905957,-0.0387156412144236,0.0154604617125665,-0.0170959107528403,-0.108008540721533,0.0144047245841439,1.85340524098445,3.08824140968762,2.17589140872188
"ID_10047603","ID_10047603","R1","GPID_00092","CARAMBA","MMS Batch 1",14.04,-0.0598836471940115,-0.0928646550486506,-0.0352797315834034,-0.053284485359309,0.152306699632934,0.0478786963391027,0.116908548875008,-0.179559938745025,-0.00458310626964035,0.0141232418814305,0.449125980541494,2.56762071462624,2.02516914737093
"ID_10047604","ID_10047604","R1","GPID_00192","Orletzki/Orol","MMS Batch 1",13.23,0.0777409081211591,-0.0175091735605648,0.0560308694172219,-0.0952709419707015,-0.0181740212886528,0.0143490367468864,-0.0140815825202115,0.0175714152716468,-0.0107714574660851,0.00947597899723237,0.979671852182133,3.22906853575642,2.11421930308392
"ID_10047605","ID_10047605","R1","GPID_00237","RIL35L","MMS Batch 1",13.31,0.0300235721506678,-0.0297929154495157,-0.120764926538715,0.0133775544398827,0.0246586465993733,-0.354031513633431,-0.184177971837315,-0.022852019733854,-0.00799454318480799,-0.0224150084148402,1.00815158765161,3.23023657304127,2.70422972913644
"ID_10047606","ID_10047606","R1","GPID_00127","NPZ17.7538","MMS Batch 1",12.02,0.0649982273585547,-0.0185971267187912,0.00310363222640063,0.157840515846238,0.0252211078801406,0.0235183893279327,0.0290548006162084,0.00686950267165298,0.0993017165934869,0.0269427845430425,0.188919458916432,2.74363951351489,2.25602831674052
"ID_10047607","ID_10047607","R1","GPID_00118","Macho","MMS Batch 1",12.7,0.0868067659850921,0.0316028007590217,-0.133261905201474,0.0795962031217173,-0.00617194438523728,0.0625162063904204,0.0313921717352845,0.0238334115480674,-0.04932289298068,0.0380826924075078,0.4781021410422,3.42950614701692,2.96521943941157
"ID_10047609","ID_10047609","R1","GPID_00125","NPZ17.7532","MMS Batch 1",12.93,0.0712370433110002,-0.0103191307408329,-0.0183442944167941,0.120424052533367,0.0188459683392935,0.00192345290162463,0.00915870363510964,-0.0126847577077925,0.22674079471796,-0.0700173456025264,0.317474077910832,2.86653450291726,2.39562809239565
"ID_10047610","ID_10047610","R1","GPID_00027","DVF3349|IG11708","MMS Batch 1",11.25,-0.0806061013402719,0.0591922991700834,0.0137904131104401,0.0127135745788325,-0.018803704128028,0.0060427159787827,-0.00715834272640334,0.0148211027726576,0.00914453993987475,-0.0130325784389389,1.84140591575986,3.06413476549772,1.97742417983794
"ID_10047611","ID_10047611","R1","GPID_00219","PI664248","MMS Batch 1",12.59,0.0429327433709006,-0.0486374602813491,0.0935479945587239,0.0559147635461433,-0.00146367823687216,0.00648595674835583,-0.0128261788115361,0.00122792815283086,0.0920011587721209,-0.00270986213832214,1.26846922723262,3.3524670311475,2.40596318643834
"ID_10047612","ID_10047612","R1","GPID_00030","DVF3354|IG124115","MMS Batch 1",13.3,-0.0189635411074246,-0.037113688171859,0.0157474618619465,-0.018982516488963,-0.0473700771589167,0.0138269490022745,-0.0236979657657526,0.0309486955943552,0.0193619234152958,-0.00953754464328717,1.92303020870808,2.97418103421636,1.85395604333771
"ID_10047613","ID_10047613","R1","GPID_00012","DVF2365|KARL","MMS Batch 1",11.88,0.0377379069261178,-0.0557396099250869,0.117095735910868,0.0817722004838887,0.0142309062084851,-0.00259771085109339,-0.00967674295573098,0.00968012651602729,0.0179272625025246,-0.0268175502232814,2.00762494584752,3.51742740798806,1.97072469353202
"ID_10047614","ID_10047614","R1","GPID_00018","DVF279|LORRAINEMETZ","MMS Batch 1",11.17,0.0703988456363733,-0.0206083393614844,0.0750727237149224,-0.0744806852105263,-0.00527145126443926,0.0134570048660241,-0.0104971410753661,0.0160280335625393,-0.00481378273361982,0.0244219317343978,1.01444442293174,2.68495014635529,1.93764323475894
"ID_10047615","ID_10047615","R1","GPID_00105","1000","MMS Batch 1",13.86,-0.0751323379717476,-0.0967909930006056,-0.054255399735205,0.00245045622087295,-0.0572848606115493,0.075238283844894,-0.062119266315669,-0.0618750331706449,-0.00894191964436936,-0.0418292456892085,1.75587067039994,3.15580054462331,2.42031068433566
"ID_10047617","ID_10047617","R1","GPID_00241","NC58","MMS Batch 1",12.9,-0.0864278780555373,0.0326872797506658,-0.00372853805104818,0.000851500572437416,-0.001392330113404,0.0224083840364552,-0.032846785872027,0.233865338987962,-0.0138157102335195,-0.0892563356353479,0.78677815925281,3.46509661716643,2.80839360780484
"ID_10047618","ID_10047618","R1","GPID_00174","I2_47303","MMS Batch 1",12.16,-0.0658661737778134,-0.0778433826180509,-0.0449834943088089,0.00497627276866628,-0.14662647776589,-0.0674752471679156,0.0301243986977539,-0.0057642833573239,-0.00338570107618773,0.0925883417476839,1.93132135193582,2.41166558306744,2.03968460152111
"ID_10047619","ID_10047619","R1","GPID_00090","BROCAL","MMS Batch 1",12.53,-0.0721671385541364,-0.0962073229604518,-0.0378113636409629,-0.0176390614806904,0.0423479802562479,0.0894213712247788,0.030595676195043,-0.154126504490064,-0.00909074224084363,-0.00472436074928691,1.11938316175378,3.2341636486294,2.16841412564736
"ID_10047620","ID_10047620","R1","GPID_00009","DVF2080|TYROL","MMS Batch 1",12.22,0.092367313386507,-0.0133316739014566,0.0484849400324115,-0.114811817497069,-0.0118085535514659,0.0199666562022483,-0.0208095782024673,0.00705108547100193,-0.0189353159749115,0.0110573509976497,1.39398928017105,3.1259369566645,2.65732808190455
"ID_10047621","ID_10047621","R1","GPID_00063","287","MMS Batch 1",13.04,-0.0804678790120934,-0.0871984195398135,-0.0242498391869822,-0.000709601287794705,-0.0473219131530109,0.0393000915740455,-0.0422408835636572,0.00442647153809451,-0.00170776480781933,-0.0197831485986872,0.271463099448217,3.0850344848811,2.49225109035593
"ID_10047622","ID_10047622","R1","GPID_00104","709","MMS Batch 1",12.76,-0.0795741589321339,-0.0625132634580623,-0.0509765322865223,-0.0411171830417594,0.144227929586446,-0.0350612986232378,0.0788078307026455,0.0219803612708088,0.0227247054203524,0.0271675186232367,1.97002294387395,2.7576511152228,2.41607657938028
"ID_10047623","ID_10047623","R1","GPID_00211","FAB7369","MMS Batch 1",12.54,-0.0522699831558878,0.0519582489324604,0.0494111929119107,0.00901522874995084,-0.010759685249933,0.0359840670258033,-0.040693214982297,0.0907861365181056,-0.00261062447678064,-0.0774990479396164,1.6380392238827,3.19150818529602,1.81741840486982
"ID_10047624","ID_10047624","R1","GPID_00047","DVF3274|LOCAL","MMS Batch 1",12.26,0.0536960741565424,-0.0316835901407024,0.045357974284323,-0.070383415826895,-0.0241294341206432,0.0155039754172204,0.000152498098988088,0.00315582708578221,0.0190950023978325,0.00326004560847096,1.50983098251911,2.73189606873024,1.52043226535336
"ID_10047625","ID_10047625","R1","GPID_00113","Condor","MMS Batch 1",12.23,0.105268989730899,0.0269093915652452,-0.0644623342774173,-0.0201992468093108,-0.00578383654401124,0.0403453220240209,-0.0109794220518988,0.00771220289665534,-0.00129892680626051,0.020781178615513,0.69627965847159,2.49362940711417,2.45292526414882
"ID_10047626","ID_10047626","R1","GPID_00202","Webo/1-1-1-10-1-2","MMS Batch 1",12.96,0.0363758857172391,-0.0556552788093551,0.12038642037152,0.108894790548436,0.015680147746514,-0.0191628355915173,0.00900321595709537,0.00320861673764061,-0.0535477091113035,-0.000869261319522899,0.833522533299506,2.8198644375716,1.85601803495779
"ID_10047627","ID_10047627","R1","GPID_00013","DVF2372|Hiverna","MMS Batch 1",13.2,0.0421026888599698,-0.0725236581189795,0.142348788808875,0.157908549540149,0.0408230223344856,-0.0282524680349421,0.02390746326434,-0.00133193395782771,-0.132720302246016,0.0109301710035549,1.10694763639901,3.27873585586673,2.65556471816594
"ID_10047628","ID_10047628","R1","GPID_00014","DVF2378|QUASAR","MMS Batch 1",12.19,0.0336921643468748,-0.0605270816758623,0.106158681541635,0.106316306004167,0.0146296427376069,-0.0154002264806104,-0.00346900236474884,-0.0062749077525586,0.120306703895953,-0.0114815624929248,1.29964836921683,3.39196763190265,2.74870851113867
"ID_10047630","ID_10047630","R1","GPID_00147","Arrisot/1EP1-1_1-4-1-1","MMS Batch 1",13.71,0.04292430133027,-0.0334751371996955,0.0821433253602427,-0.013717962049405,0.000433219102964208,0.0121858770013315,-0.00681198810805961,0.00237384766823023,0.0231919343203073,0.000812407311236556,0.836650302198711,2.42610192101481,2.37378046305826
"ID_10047631","ID_10047631","R1","GPID_00185","L863/1","MMS Batch 1",12.45,0.0754931889717802,0.00194538063219895,0.0198612459689807,-0.0916600817170913,-0.0180590289103716,0.0416113400623608,0.00584566200242606,0.0195812600016428,-0.0603092024254216,0.0591471224995356,1.51854337320444,3.21652606139655,2.55590689559541
"ID_10047632","ID_10047632","R1","GPID_00115","Hobbit","MMS Batch 1",13.69,0.086702841821669,0.0528269582117016,-0.159305315534588,0.109384630285069,-0.00325525724861407,0.072119169087494,0.0461098508764994,0.0229454559100845,-0.0880741558243965,0.0769736409083955,1.42251407966859,3.38921613627278,2.79337905931273
"ID_10047634","ID_10047634","R1","GPID_00032","DVF3360|IG13030","MMS Batch 1",12.78,-0.0885472729579236,0.0160969112606425,-0.0128710428220527,0.00836511948464862,-0.0120753852605464,0.0471012310451158,-0.035935803793142,0.200017521948756,-0.012779111538797,-0.0965625890573977,1.95451333297652,3.19334463595177,2.00633061767279
"ID_10047635","ID_10047635","R1","GPID_00220","Scirocco","MMS Batch 1",12.6,0.085542812292665,0.0569797586368532,-0.166693847051387,0.101139140866365,0.00207203325159914,0.069887321903091,0.0434354461089445,0.0276062584679025,-0.157580269645529,0.069711255589344,0.971095892791906,3.32765178288535,2.72189017644685
"ID_10047636","ID_10047636","R1","GPID_00053","Fanfare","MMS Batch 1",11.27,0.0859301827728512,0.0167679655080469,-0.118512370242644,0.0189742326028806,0.0538883900122852,-0.195557036053749,-0.0844511821344326,-0.0347895127918921,-0.01018244451399,-0.152054294401825,0.793689483786973,2.98941695975475,2.21395582099248
"ID_10047637","ID_10047637","R1","GPID_00049","DVF3345|IG11695","MMS Batch 1",12.42,-0.0837248775378327,0.21126834604041,0.0520691337843423,0.015711590289982,0.0196154199180034,-0.0110085032455463,-0.0201868504023729,-0.093687948710569,0.00390525529721684,0.0172688252063992,0.602568463979975,3.32478891504599,2.87112292469637
"ID_10047638","ID_10047638","R1","GPID_00025","DVF3343|IG11687","MMS Batch 1",12.35,-0.0848075168352954,0.16453597554138,0.0408107838946413,0.0146455831310757,0.0057731166971547,-0.00822015302359132,-0.0128862619964367,-0.0621776404571943,0.00184592488756472,0.00868903593580901,1.7852686804932,3.30226692002093,2.89952347134057
"ID_10047639","ID_10047639","R1","GPID_00140","Victor","MMS Batch 1",12.57,0.0908573687514714,0.0226148734023112,-0.0763191157363306,0.0639241729604004,0.00220024902128975,0.0367044595697277,0.00642870420006338,-0.000405215738887493,0.2576297772555,0.00536427540235981,1.58167181532859,3.13525738012842,2.58609150034052
"ID_10047640","ID_10047640","R1","GPID_00155","Bulldog/1-4EP3-5-1_1","MMS Batch 1",12.41,0.0378997319935217,-0.0569045652686499,0.103327238780624,0.0917247604856799,0.010950986539977,-0.00729485549386042,-0.00203215923288616,0.00334900155460062,0.133111552046771,-0.018388133009776,1.42462266112405,3.44795630748178,2.95927628127846
"ID_10047641","ID_10047641","R1","GPID_00080","0T0VC (Alameda)","MMS Batch 1",13.13,-0.050005985195514,-0.0484271282595461,-0.0291914817757182,-0.0614187814475399,0.182677479964195,-0.0633561737969571,0.0883628117874384,-0.0416968728605775,-0.00253349471453152,-0.0755044249617071,1.53588612436795,3.54585182913053,2.82284697665131
"ID_10047642","ID_10047642","R1","GPID_00064","370","MMS Batch 1",13.52,-0.0726292000310504,0.0131846033989989,-0.00489772649102634,0.0051241668548057,0.00195097905197611,0.0435355376527694,-0.0107248138600546,0.114487900738333,0.0144923428527224,-0.0480880286776391,1.98696595043941,3.03278609627724,2.47722880316133
"ID_10047643","ID_10047643","R1","GPID_00222","Tina","MMS Batch 1",13.35,0.0720313596966637,-0.0206401400645551,0.0677119890689588,-0.0955296629500582,-0.00758202035452128,0.0181164165770996,-0.0198545959135182,0.00867005910669652,0.0169785491622196,0.0105969913207364,1.87972224326038,3.02469931791344,2.79168585275198
"ID_10047884","ID_10047884","R1","GPID_00015","DVF2452|DEBDENMUTANT","MMS Batch 2",12.31,0.0400575375988356,-0.049796696802016,0.108322165120196,0.0754394945029774,0.0178705249151267,0.00201202280892238,-0.000532802161308576,0.00481458136847057,0.0547664527374055,-0.000955155003674185,1.94777310907812,3.1525496964342,2.75030066583322
"ID_10047885","ID_10047885","R1","GPID_00085","ALBOLAFIA","MMS Batch 2",12.64,-0.0700350644762486,-0.0814366517762722,-0.0376857788965541,0.000847036838893,-0.0405093023665304,0.0476056818394209,-0.0414919092739762,-0.0323305160523806,-0.00946521231215888,-0.0116858501941214,1.91973902879493,3.17448108710046,2.59728951126157
"ID_10047886","ID_10047886","R1","GPID_00008","DVF1979|223303","MMS Batch 2",12.75,-0.0845777158908584,0.208367936308305,0.0495638245363631,0.01433807902762,0.0199049715131786,-0.00865177072570028,-0.0237873357713554,-0.0940904611915324,0.000982138117113052,0.014301408095076,0.793359229776108,2.74933402065397,2.43238748392275
